experiment,version,participant,item.pair,correct.bin,pair.order,response.type,response.num,response.dur,response.start,true.dur,true.start,foil.dur,foil.start,true.type,true.structure,true.pos1,true.pos2,true.pos3,true.RFname,phase,foil.type,foil.structure,foil.pos1,foil.pos2,foil.pos3,foil.RFname,language_mother,language_father,age,sex,grade,notes,education,test.type,competitor.type
2,1,25,E,0,true-foil,foil,2,5.292000000000002,120.753,1.203000000000003,117.145,1.2019999999999982,119.551,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,phantomword,AXB,A1,X1,B2,A1_X1_B2.wav,YD,YD,24,F,10,NA,preparatory,SEG,phantom-word
2,1,25,F,0,foil-true,foil,1,1.203000000000003,218.896,1.4429999999999836,217.453,1.4440000000000168,215.047,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,phantomword,AXB,A1,X3,B2,A1_X3_B2.wav,YD,YD,24,F,10,NA,preparatory,SEG,phantom-word
2,1,25,G,0,foil-true,foil,1,6.975999999999999,153.227,1.443000000000012,151.784,1.4429999999999836,149.138,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,phantomword,AXB,A3,X2,B2,A3_X2_B2.wav,YD,YD,24,F,10,NA,preparatory,SEG,phantom-word
2,1,25,H,0,foil-true,foil,1,6.253999999999991,196.525,1.2019999999999982,195.323,1.203000000000003,192.917,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,phantomword,AXB,A3,X3,B1,A3_X3_B1.wav,YD,YD,24,F,10,NA,preparatory,SEG,phantom-word
2,1,25,I,0,foil-true,foil,1,2.406000000000006,208.793,1.203000000000003,207.35,1.4429999999999836,204.704,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,phantomword,AXB,A2,X1,B3,A2_X1_B3.wav,YD,YD,24,F,10,NA,preparatory,SEG,phantom-word
2,1,25,J,1,true-foil,true,1,10.583999999999996,56.287,1.2019999999999982,52.439,1.4429999999999978,54.844,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,phantomruleword,AXB,A1,X5,B3,A1_X5_B3.wav,YD,YD,24,F,10,NA,preparatory,GEN,phantom-word
2,1,25,K,0,foil-true,foil,1,4.810999999999993,89.242,1.203000000000003,88.039,1.203000000000003,85.634,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,phantomruleword,AXB,A1,X6,B3,A1_X6_B3.wav,YD,YD,24,F,10,NA,preparatory,GEN,phantom-word
2,1,25,L,1,true-foil,true,1,2.646000000000015,132.54,1.203000000000003,128.691,1.4429999999999836,131.097,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,phantomruleword,AXB,A2,X6,B1,A2_X6_B1.wav,YD,YD,24,F,10,NA,preparatory,GEN,phantom-word
2,1,25,M,1,true-foil,true,1,10.583999999999996,28.143,1.4429999999999978,24.295,1.4430000000000014,26.7,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,phantomruleword,AXB,A1,X4,B2,A1_X4_B2.wav,YD,YD,24,F,10,NA,preparatory,GEN,phantom-word
2,1,25,N,1,foil-true,true,2,5.052,44.741,1.4429999999999978,43.298,1.2029999999999959,40.892,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,phantomruleword,AXB,A3,X6,B2,A3_X6_B2.wav,YD,YD,24,F,10,NA,preparatory,GEN,phantom-word
2,1,25,O,1,foil-true,true,2,3.367999999999995,110.891,1.443000000000012,109.448,1.4429999999999978,106.802,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,phantomruleword,AXB,A2,X5,B1,A2_X5_B1.wav,YD,YD,24,F,10,NA,preparatory,GEN,phantom-word
2,1,25,P,1,true-foil,true,1,5.292000000000002,185.701,1.2019999999999982,182.093,1.203000000000003,184.498,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,phantomruleword,AXB,A3,X4,B1,A3_X4_B1.wav,YD,YD,24,F,10,NA,preparatory,GEN,phantom-word
2,1,25,Q,1,true-foil,true,1,2.1650000000000063,101.991,1.4429999999999978,98.142,1.4429999999999978,100.548,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,phantomruleword,AXB,A2,X4,B3,A2_X4_B3.wav,YD,YD,24,F,10,NA,preparatory,GEN,phantom-word
2,1,25,R,1,true-foil,true,1,9.861999999999995,73.366,1.203000000000003,69.758,1.203000000000003,72.163,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,phantomruleword,AXB,A3,X5,B2,A3_X5_B2.wav,YD,YD,24,F,10,NA,preparatory,GEN,phantom-word
2,1,28,A,1,true-foil,true,1,1.9240000000000066,118.829,1.4440000000000026,114.98,1.4429999999999978,117.386,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,phantomword,AXB,A3,X1,B1,A3_X1_B1.wav,YD,YD,30,M,12,NA,preparatory,SEG,phantom-word
2,1,28,B,0,true-foil,foil,2,3.368000000000009,90.204,1.443000000000012,86.115,1.4429999999999978,88.761,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,phantomword,AXB,A2,X3,B3,A2_X3_B3.wav,YD,YD,30,M,12,NA,preparatory,SEG,phantom-word
2,1,28,C,0,true-foil,foil,2,3.847999999999999,61.339,1.4429999999999978,57.49,1.4439999999999955,59.895,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,phantomword,AXB,A1,X2,B3,A1_X2_B3.wav,YD,YD,30,M,12,NA,preparatory,SEG,phantom-word
2,1,28,D,1,true-foil,true,1,5.292000000000002,182.574,1.443000000000012,178.725,1.203000000000003,181.371,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,phantomword,AXB,A2,X2,B1,A2_X2_B1.wav,YD,YD,30,M,12,NA,preparatory,SEG,phantom-word
2,1,28,E,0,foil-true,foil,1,2.4059999999999917,71.682,1.203000000000003,70.479,1.4440000000000026,67.833,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,phantomword,AXB,A1,X1,B2,A1_X1_B2.wav,YD,YD,30,M,12,NA,preparatory,SEG,phantom-word
2,1,28,F,0,true-foil,foil,2,1.9239999999999995,52.92,1.203000000000003,49.071,1.4440000000000026,51.476,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,phantomword,AXB,A1,X3,B2,A1_X3_B2.wav,YD,YD,30,M,12,NA,preparatory,SEG,phantom-word
2,1,28,G,1,foil-true,true,2,2.405000000000001,32.233,1.2029999999999959,31.03,1.4430000000000014,28.384,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,phantomword,AXB,A3,X2,B2,A3_X2_B2.wav,YD,YD,30,M,12,NA,preparatory,SEG,phantom-word
2,1,28,H,1,foil-true,true,2,2.1650000000000205,144.808,1.203000000000003,143.605,1.4439999999999884,140.959,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,phantomword,AXB,A3,X3,B1,A3_X3_B1.wav,YD,YD,30,M,12,NA,preparatory,SEG,phantom-word
2,1,28,I,1,foil-true,true,2,2.164999999999992,127.489,1.4440000000000026,126.045,1.4440000000000026,123.399,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,phantomword,AXB,A2,X1,B3,A2_X1_B3.wav,YD,YD,30,M,12,NA,preparatory,SEG,phantom-word
2,1,28,J,0,foil-true,foil,1,1.9240000000000066,164.052,1.203000000000003,162.849,1.2029999999999745,160.443,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,phantomruleword,AXB,A1,X5,B3,A1_X5_B3.wav,YD,YD,30,M,12,NA,preparatory,GEN,phantom-word
2,1,28,K,0,true-foil,foil,2,1.4429999999999836,194.12,1.203000000000003,190.271,1.443000000000012,192.677,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,phantomruleword,AXB,A1,X6,B3,A1_X6_B3.wav,YD,YD,30,M,12,NA,preparatory,GEN,phantom-word
2,1,28,L,0,foil-true,foil,1,3.368000000000009,99.826,1.2029999999999887,98.623,1.203000000000003,96.218,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,phantomruleword,AXB,A2,X6,B1,A2_X6_B1.wav,YD,YD,30,M,12,NA,preparatory,GEN,phantom-word
2,1,28,M,1,true-foil,true,1,4.088999999999999,153.468,1.443000000000012,149.619,1.203000000000003,152.265,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,phantomruleword,AXB,A1,X4,B2,A1_X4_B2.wav,YD,YD,30,M,12,NA,preparatory,GEN,phantom-word
2,1,28,N,0,foil-true,foil,1,1.6839999999999975,136.389,1.443000000000012,134.946,1.203000000000003,132.54,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,phantomruleword,AXB,A3,X6,B2,A3_X6_B2.wav,YD,YD,30,M,12,NA,preparatory,GEN,phantom-word
2,1,28,O,1,foil-true,true,2,1.9249999999999972,110.169,1.2019999999999982,108.967,1.4429999999999978,106.321,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,phantomruleword,AXB,A2,X5,B1,A2_X5_B1.wav,YD,YD,30,M,12,NA,preparatory,GEN,phantom-word
2,1,28,P,1,true-foil,true,1,5.052,41.373,1.2019999999999982,37.525,1.4429999999999978,39.93,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,phantomruleword,AXB,A3,X4,B1,A3_X4_B1.wav,YD,YD,30,M,12,NA,preparatory,GEN,phantom-word
2,1,28,Q,1,foil-true,true,2,1.6839999999999975,174.395,1.443000000000012,172.952,1.4429999999999836,170.306,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,phantomruleword,AXB,A2,X4,B3,A2_X4_B3.wav,YD,YD,30,M,12,NA,preparatory,GEN,phantom-word
2,1,28,R,1,true-foil,true,1,3.1270000000000095,80.582,1.443000000000012,76.734,1.4429999999999978,79.139,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,phantomruleword,AXB,A3,X5,B2,A3_X5_B2.wav,YD,YD,30,M,12,NA,preparatory,GEN,phantom-word
2,1,34,A,1,true-foil,true,1,5.052000000000003,19.243,1.2020000000000017,15.395,1.4429999999999978,17.8,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,phantomword,AXB,A3,X1,B1,A3_X1_B1.wav,YD,YD,19,M,7,NA,primary,SEG,phantom-word
2,1,34,B,1,foil-true,true,2,4.088999999999999,52.679,1.443000000000005,51.236,1.4440000000000026,48.83,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,phantomword,AXB,A2,X3,B3,A2_X3_B3.wav,YD,YD,19,M,7,NA,primary,SEG,phantom-word
2,1,34,C,1,foil-true,true,2,7.2170000000000005,6.013,1.202,4.811,1.443,2.165,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,phantomword,AXB,A1,X2,B3,A1_X2_B3.wav,YD,YD,19,M,7,NA,primary,SEG,phantom-word
2,1,34,D,1,true-foil,true,1,4.090000000000003,102.231,1.2019999999999982,98.383,1.4429999999999978,100.788,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,phantomword,AXB,A2,X2,B1,A2_X2_B1.wav,YD,YD,19,M,7,NA,primary,SEG,phantom-word
2,1,34,E,0,true-foil,foil,2,2.1650000000000205,136.629,1.2019999999999982,132.781,1.4429999999999836,135.186,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,phantomword,AXB,A1,X1,B2,A1_X1_B2.wav,YD,YD,19,M,7,NA,primary,SEG,phantom-word
2,1,34,F,0,foil-true,foil,1,4.088999999999999,31.03,1.2029999999999994,29.827,1.443999999999999,27.181,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,phantomword,AXB,A1,X3,B2,A1_X3_B2.wav,YD,YD,19,M,7,NA,primary,SEG,phantom-word
2,1,34,G,0,true-foil,foil,2,4.569999999999993,90.926,1.4429999999999978,86.837,1.4429999999999978,89.483,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,phantomword,AXB,A3,X2,B2,A3_X2_B2.wav,YD,YD,19,M,7,NA,primary,SEG,phantom-word
2,1,34,H,0,true-foil,foil,2,4.811,41.133,1.443000000000005,37.044,1.443000000000005,39.69,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,phantomword,AXB,A3,X3,B1,A3_X3_B1.wav,YD,YD,19,M,7,NA,primary,SEG,phantom-word
2,1,34,I,0,foil-true,foil,1,6.734999999999999,113.297,1.4440000000000026,111.853,1.4440000000000026,109.207,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,phantomword,AXB,A2,X1,B3,A2_X1_B3.wav,YD,YD,19,M,7,NA,primary,SEG,phantom-word
2,1,34,J,1,foil-true,true,2,3.8479999999999848,156.114,1.203000000000003,154.911,1.443000000000012,152.265,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,phantomruleword,AXB,A1,X5,B3,A1_X5_B3.wav,YD,YD,19,M,7,NA,primary,GEN,phantom-word
2,1,34,K,0,foil-true,foil,1,7.217000000000013,177.522,1.4429999999999836,176.079,1.443000000000012,173.433,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,phantomruleword,AXB,A1,X6,B3,A1_X6_B3.wav,YD,YD,19,M,7,NA,primary,GEN,phantom-word
2,1,34,L,1,true-foil,true,1,3.368000000000009,62.541,1.203000000000003,58.933,1.2019999999999982,61.339,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,phantomruleword,AXB,A2,X6,B1,A2_X6_B1.wav,YD,YD,19,M,7,NA,primary,GEN,phantom-word
2,1,34,M,0,foil-true,foil,1,4.329999999999984,191.955,1.443000000000012,190.512,1.203000000000003,188.106,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,phantomruleword,AXB,A1,X4,B2,A1_X4_B2.wav,YD,YD,19,M,7,NA,primary,GEN,phantom-word
2,1,34,N,1,foil-true,true,2,2.8870000000000005,72.644,1.443000000000012,71.201,1.4429999999999978,68.796,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,phantomruleword,AXB,A3,X6,B2,A3_X6_B2.wav,YD,YD,19,M,7,NA,primary,GEN,phantom-word
2,1,34,O,1,true-foil,true,1,4.810999999999993,126.045,1.4429999999999978,121.956,1.4429999999999978,124.602,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,phantomruleword,AXB,A2,X5,B1,A2_X5_B1.wav,YD,YD,19,M,7,NA,primary,GEN,phantom-word
2,1,34,P,1,foil-true,true,2,4.329999999999984,145.77,1.443000000000012,144.327,1.4429999999999836,141.681,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,phantomruleword,AXB,A3,X4,B1,A3_X4_B1.wav,YD,YD,19,M,7,NA,primary,GEN,phantom-word
2,1,34,Q,1,foil-true,true,2,1.9249999999999972,82.266,1.203000000000003,81.063,1.4440000000000026,78.417,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,phantomruleword,AXB,A2,X4,B3,A2_X4_B3.wav,YD,YD,19,M,7,NA,primary,GEN,phantom-word
2,1,34,R,1,true-foil,true,1,4.088999999999999,167.179,1.4429999999999836,163.33,1.203000000000003,165.976,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,phantomruleword,AXB,A3,X5,B2,A3_X5_B2.wav,YD,YD,19,M,7,NA,primary,GEN,phantom-word
2,1,36,A,1,foil-true,true,2,5.773000000000003,34.157,1.4429999999999978,32.714,1.2029999999999994,30.068,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,phantomword,AXB,A3,X1,B1,A3_X1_B1.wav,YD,YD,28,F,12,NA,preparatory,SEG,phantom-word
2,1,36,B,0,true-foil,foil,2,3.60799999999999,108.245,1.4429999999999978,104.156,1.4429999999999978,106.802,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,phantomword,AXB,A2,X3,B3,A2_X3_B3.wav,YD,YD,28,F,12,NA,preparatory,SEG,phantom-word
2,1,36,C,0,true-foil,foil,2,8.900000000000002,18.281,1.2029999999999994,14.432,1.4429999999999978,16.838,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,phantomword,AXB,A1,X2,B3,A1_X2_B3.wav,YD,YD,28,F,12,NA,preparatory,SEG,phantom-word
2,1,36,D,1,foil-true,true,2,9.381,46.906,1.2029999999999959,45.703,1.2029999999999959,43.057,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,phantomword,AXB,A2,X2,B1,A2_X2_B1.wav,YD,YD,28,F,12,NA,preparatory,SEG,phantom-word
2,1,36,E,0,true-foil,foil,2,2.646000000000015,154.67,1.2019999999999982,150.822,1.4429999999999836,153.227,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,phantomword,AXB,A1,X1,B2,A1_X1_B2.wav,YD,YD,28,F,12,NA,preparatory,SEG,phantom-word
2,1,36,F,1,foil-true,true,2,6.254000000000019,164.533,1.2029999999999745,163.33,1.4439999999999884,160.443,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,phantomword,AXB,A1,X3,B2,A1_X3_B2.wav,YD,YD,28,F,12,NA,preparatory,SEG,phantom-word
2,1,36,G,1,true-foil,true,1,3.367999999999995,81.304,1.203000000000003,77.455,1.4429999999999978,79.861,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,phantomword,AXB,A3,X2,B2,A3_X2_B2.wav,YD,YD,28,F,12,NA,preparatory,SEG,phantom-word
2,1,36,H,1,true-foil,true,1,11.305,63.023,1.4429999999999978,59.174,1.203000000000003,61.82,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,phantomword,AXB,A3,X3,B1,A3_X3_B1.wav,YD,YD,28,F,12,NA,preparatory,SEG,phantom-word
2,1,36,I,1,true-foil,true,1,6.975999999999999,128.691,1.4429999999999978,124.602,1.2019999999999982,127.489,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,phantomword,AXB,A2,X1,B3,A2_X1_B3.wav,YD,YD,28,F,12,NA,preparatory,SEG,phantom-word
2,1,36,J,0,foil-true,foil,1,2.646000000000001,119.07,1.4439999999999884,117.626,1.4440000000000026,114.98,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,phantomruleword,AXB,A1,X5,B3,A1_X5_B3.wav,YD,YD,28,F,12,NA,preparatory,GEN,phantom-word
2,1,36,K,0,true-foil,foil,2,1.6839999999999975,200.374,1.203000000000003,196.525,1.4429999999999836,198.931,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,phantomruleword,AXB,A1,X6,B3,A1_X6_B3.wav,YD,YD,28,F,12,NA,preparatory,GEN,phantom-word
2,1,36,L,1,true-foil,true,1,5.292000000000002,177.763,1.203000000000003,173.914,1.203000000000003,176.56,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,phantomruleword,AXB,A2,X6,B1,A2_X6_B1.wav,YD,YD,28,F,12,NA,preparatory,GEN,phantom-word
2,1,36,M,1,foil-true,true,2,6.975999999999999,224.188,1.4429999999999836,222.745,1.203000000000003,220.339,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,phantomruleword,AXB,A1,X4,B2,A1_X4_B2.wav,YD,YD,28,F,12,NA,preparatory,GEN,phantom-word
2,1,36,N,0,true-foil,foil,2,4.3300000000000125,143.124,1.443000000000012,139.035,1.4429999999999836,141.681,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,phantomruleword,AXB,A3,X6,B2,A3_X6_B2.wav,YD,YD,28,F,12,NA,preparatory,GEN,phantom-word
2,1,36,O,1,true-foil,true,1,3.849000000000018,238.38,1.443000000000012,234.291,1.203000000000003,237.177,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,phantomruleword,AXB,A2,X5,B1,A2_X5_B1.wav,YD,YD,28,F,12,NA,preparatory,GEN,phantom-word
2,1,36,P,1,foil-true,true,2,3.3669999999999902,190.031,1.203000000000003,188.828,1.203000000000003,186.182,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,phantomruleword,AXB,A3,X4,B1,A3_X4_B1.wav,YD,YD,28,F,12,NA,preparatory,GEN,phantom-word
2,1,36,Q,1,true-foil,true,1,7.697000000000003,209.515,1.4439999999999884,205.425,1.4439999999999884,208.071,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,phantomruleword,AXB,A2,X4,B3,A2_X4_B3.wav,YD,YD,28,F,12,NA,preparatory,GEN,phantom-word
2,1,36,R,0,foil-true,foil,1,9.38199999999999,91.647,1.443000000000012,90.204,1.4429999999999978,87.558,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,phantomruleword,AXB,A3,X5,B2,A3_X5_B2.wav,YD,YD,28,F,12,NA,preparatory,GEN,phantom-word
2,1,38,A,0,true-foil,foil,2,4.088999999999999,63.744,1.4439999999999955,59.414,1.4429999999999978,62.301,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,phantomword,AXB,A3,X1,B1,A3_X1_B1.wav,YD,YD,25,F,12,NA,preparatory,SEG,phantom-word
2,1,38,B,1,true-foil,true,1,9.862000000000002,31.03,1.2020000000000017,26.941,1.2029999999999994,29.827,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,phantomword,AXB,A2,X3,B3,A2_X3_B3.wav,YD,YD,25,F,12,NA,preparatory,SEG,phantom-word
2,1,38,C,1,true-foil,true,1,6.494,130.135,1.203000000000003,126.286,1.203000000000003,128.932,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,phantomword,AXB,A1,X2,B3,A1_X2_B3.wav,YD,YD,25,F,12,NA,preparatory,SEG,phantom-word
2,1,38,D,1,true-foil,true,1,3.848000000000013,169.344,1.4440000000000168,165.254,1.203000000000003,168.141,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,phantomword,AXB,A2,X2,B1,A2_X2_B1.wav,YD,YD,25,F,12,NA,preparatory,SEG,phantom-word
2,1,38,E,0,foil-true,foil,1,4.811000000000007,207.59,1.443000000000012,206.147,1.4429999999999836,203.501,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,phantomword,AXB,A1,X1,B2,A1_X1_B2.wav,YD,YD,25,F,12,NA,preparatory,SEG,phantom-word
2,1,38,F,0,true-foil,foil,2,4.811000000000007,144.808,1.2019999999999982,140.719,1.4429999999999836,143.365,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,phantomword,AXB,A1,X3,B2,A1_X3_B2.wav,YD,YD,25,F,12,NA,preparatory,SEG,phantom-word
2,1,38,G,1,foil-true,true,2,6.4950000000000045,88.52,1.2019999999999982,87.318,1.203000000000003,84.431,word,AXB,A3,X1,B3,A3_X1_B3.wav,segmentation,phantomword,AXB,A3,X2,B2,A3_X2_B2.wav,YD,YD,25,F,12,NA,preparatory,SEG,phantom-word
2,1,38,H,1,foil-true,true,2,6.494,220.099,1.4439999999999884,218.655,1.4429999999999836,215.769,word,AXB,A1,X3,B1,A1_X3_B1.wav,segmentation,phantomword,AXB,A3,X3,B1,A3_X3_B1.wav,YD,YD,25,F,12,NA,preparatory,SEG,phantom-word
2,1,38,I,0,foil-true,foil,1,5.292000000000002,195.082,1.4429999999999836,193.639,1.4429999999999836,190.752,word,AXB,A3,X3,B3,A3_X3_B3.wav,segmentation,phantomword,AXB,A2,X1,B3,A2_X1_B3.wav,YD,YD,25,F,12,NA,preparatory,SEG,phantom-word
2,1,38,J,0,foil-true,foil,1,7.456000000000003,49.793,1.4440000000000026,48.349,1.4429999999999978,45.463,ruleword,AXB,A1,X4,B1,A1_X4_B1.wav,generalization,phantomruleword,AXB,A1,X5,B3,A1_X5_B3.wav,YD,YD,25,F,12,NA,preparatory,GEN,phantom-word
2,1,38,K,0,foil-true,foil,1,4.811000000000007,157.076,1.4429999999999836,155.633,1.2019999999999982,152.987,ruleword,AXB,A1,X5,B1,A1_X5_B1.wav,generalization,phantomruleword,AXB,A1,X6,B3,A1_X6_B3.wav,YD,YD,25,F,12,NA,preparatory,GEN,phantom-word
2,1,38,L,0,foil-true,foil,1,9.381,114.74,1.2029999999999887,113.537,1.4429999999999978,110.891,ruleword,AXB,A1,X6,B1,A1_X6_B1.wav,generalization,phantomruleword,AXB,A2,X6,B1,A2_X6_B1.wav,YD,YD,25,F,12,NA,preparatory,GEN,phantom-word
2,1,38,M,0,foil-true,foil,1,6.494999999999976,234.05,1.443000000000012,232.607,1.4429999999999836,229.961,ruleword,AXB,A2,X4,B2,A2_X4_B2.wav,generalization,phantomruleword,AXB,A1,X4,B2,A1_X4_B2.wav,YD,YD,25,F,12,NA,preparatory,GEN,phantom-word
2,1,38,N,1,foil-true,true,2,5.532000000000011,248.243,1.4439999999999884,246.799,1.6839999999999975,243.913,ruleword,AXB,A2,X5,B2,A2_X5_B2.wav,generalization,phantomruleword,AXB,A3,X6,B2,A3_X6_B2.wav,YD,YD,25,F,12,NA,preparatory,GEN,phantom-word
2,1,38,O,1,true-foil,true,1,6.736000000000004,74.809,1.4429999999999978,70.72,1.2019999999999982,73.607,ruleword,AXB,A2,X6,B2,A2_X6_B2.wav,generalization,phantomruleword,AXB,A2,X5,B1,A2_X5_B1.wav,YD,YD,25,F,12,NA,preparatory,GEN,phantom-word
2,1,38,P,1,true-foil,true,1,6.49499999999999,101.269,1.2029999999999887,97.18,1.443000000000012,99.826,ruleword,AXB,A3,X4,B3,A3_X4_B3.wav,generalization,phantomruleword,AXB,A3,X4,B1,A3_X4_B1.wav,YD,YD,25,F,12,NA,preparatory,GEN,phantom-word
2,1,38,Q,1,foil-true,true,2,6.253999999999962,261.713,1.4430000000000405,260.27,1.4440000000000168,257.383,ruleword,AXB,A3,X5,B3,A3_X5_B3.wav,generalization,phantomruleword,AXB,A2,X4,B3,A2_X4_B3.wav,YD,YD,25,F,12,NA,preparatory,GEN,phantom-word
2,1,38,R,1,true-foil,true,1,5.7730000000000246,182.093,1.203000000000003,178.003,1.4439999999999884,180.649,ruleword,AXB,A3,X6,B3,A3_X6_B3.wav,generalization,phantomruleword,AXB,A3,X5,B2,A3_X5_B2.wav,YD,YD,25,F,12,NA,preparatory,GEN,phantom-word
2,1,41,A,0,foil-true,foil,1,5.7730000000000246,273.5,1.4429999999999836,272.057,1.2019999999999982,269.892,word,AXB,A1,X1,B1,A1_X1_B1.wav,segmentation,phantomword,AXB,A3,X1,B1,A3_X1_B1.wav,YD,YD,27,F,8,NA,secondary,SEG,phantom-word
2,1,41,B,1,foil-true,true,2,6.2549999999999955,202.779,1.4429999999999836,201.336,1.4429999999999836,198.931,word,AXB,A2,X1,B2,A2_X1_B2.wav,segmentation,phantomword,AXB,A2,X3,B3,A2_X3_B3.wav,YD,YD,27,F,8,NA,secondary,SEG,phantom-word
2,1,41,C,0,true-foil,foil,2,11.545999999999992,120.994,1.4440000000000026,117.145,1.203000000000003,119.791,word,AXB,A3,X2,B3,A3_X2_B3.wav,segmentation,phantomword,AXB,A1,X2,B3,A1_X2_B3.wav,YD,YD,27,F,8,NA,secondary,SEG,phantom-word
2,1,41,D,1,true-foil,true,1,8.418999999999997,76.253,1.4429999999999978,72.404,1.4440000000000026,74.809,word,AXB,A2,X3,B2,A2_X3_B2.wav,segmentation,phantomword,AXB,A2,X2,B1,A2_X2_B1.wav,YD,YD,27,F,8,NA,secondary,SEG,phantom-word
2,1,41,E,0,foil-true,foil,1,5.0519999999999925,247.28,1.443000000000012,245.837,1.443000000000012,243.432,word,AXB,A1,X2,B1,A1_X2_B1.wav,segmentation,phantomword,AXB,A1,X1,B2,A1_X1_B2.wav,YD,YD,27,F,8,NA,secondary,SEG,phantom-word
2,1,41,F,1,true-foil,true,1,8.900000000000006,188.106,1.203000000000003,184.498,1.203000000000003,186.903,word,AXB,A2,X2,B2,A2_X2_B2.wav,segmentation,phantomword,AXB,A1,X3,B2,A1_X3_B2.wav,YD,YD,27,F,8,NA,secondary,SEG,phantom-word
